B09-B07-BAc	disconnected
B09-B07-R02	discontent
B09-B07-R03	discontinue
B09-B07-R04	discontinued
B09-B07-R05	discontinuities
B09-B07-R06	discontinuity
B09-B07-R07	discontinuous
B09-B07-R08	discord
B09-B07-R09	discount
B09-B07-R10	discounted
B09-B07-RJa	discounting
B09-B07-RQu	discounts
B09-B07-RKi	discourage
B09-B07-RAc	discouraged
B09-B08-B02	discouraging
B09-B08-B03	discourse
B09-B08-B04	discourses
B09-B08-B05	discover
B09-B08-B06	discoveries
B09-B08-B07	discovering
B09-B08-B08	discovers
B09-B08-B09	discovery
B09-B08-B10	discredit
B09-B08-BJa	discredited
B09-B08-BQu	discreet
B09-B08-BKi	discreetly
B09-B08-BAc	discrepancies
B09-B08-R02	discrepancy
B09-B08-R03	discrete
B09-B08-R04	discretion
B09-B08-R05	discretionary
B09-B08-R06	discriminant
B09-B08-R07	discriminated
B09-B08-R08	discriminating
B09-B08-R09	discrimination
B09-B08-R10	discriminatory
B09-B08-RJa	discs
B09-B08-RQu	discursive
B09-B08-RKi	discuss
B09-B08-RAc	discussed
B09-B09-B02	discusses
B09-B09-B03	discussing
B09-B09-B04	discussion
B09-B09-B05	discussions
B09-B09-B06	disdain
B09-B09-B07	disease
B09-B09-B08	diseased
B09-B09-B09	diseases
B09-B09-B10	disengagement
B09-B09-BJa	disgrace
B09-B09-BQu	disguise
B09-B09-BKi	disguised
B09-B09-BAc	disgust
B09-B09-R02	disgusted
B09-B09-R03	disgusting
B09-B09-R04	dishes
B09-B09-R05	dishonest
B09-B09-R06	dishonesty
B09-B09-R07	disillusioned
B09-B09-R08	disillusionment
B09-B09-R09	disintegration
B09-B09-R10	disinterested
B09-B09-RJa	disk
B09-B09-RQu	diskette
B09-B09-RKi	disks
B09-B09-RAc	dislike
B09-B10-B02	disliked
B09-B10-B03	dislikes
B09-B10-B04	dislocation
B09-B10-B05	dislocations
B09-B10-B06	dismal
B09-B10-B07	dismantled
B09-B10-B08	dismantling
B09-B10-B09	dismay
B09-B10-B10	dismayed
B09-B10-BJa	dismiss
B09-B10-BQu	dismissal
B09-B10-BKi	dismissed
B09-B10-BAc	dismissing
B09-B10-R02	dismounted
B09-B10-R03	disobedience
B09-B10-R04	disorder
B09-B10-R05	disordered
B09-B10-R06	disorderly
B09-B10-R07	disorders
B09-B10-R08	disorganized
B09-B10-R09	disparate
B09-B10-R10	disparities
B09-B10-RJa	disparity
B09-B10-RQu	dispatch
B09-B10-RKi	dispatched
B09-B10-RAc	dispel
B09-BJa-B02	dispensation
B09-BJa-B03	dispense
B09-BJa-B04	dispensed
B09-BJa-B05	dispensing
B09-BJa-B06	dispersal
B09-BJa-B07	disperse
B09-BJa-B08	dispersed
B09-BJa-B09	dispersion
B09-BJa-B10	displace
B09-BJa-BJa	displaced
B09-BJa-BQu	displacement
B09-BJa-BKi	displacements
B09-BJa-BAc	display
B09-BJa-R02	displayed
B09-BJa-R03	displaying
B09-BJa-R04	displays
B09-BJa-R05	displeased
B09-BJa-R06	displeasure
B09-BJa-R07	disposable
B09-BJa-R08	disposal
B09-BJa-R09	dispose
B09-BJa-R10	disposed
B09-BJa-RJa	disposing
B09-BJa-RQu	disposition
B09-BJa-RKi	dispositions
B09-BJa-RAc	dispute
B09-BQu-B02	disputes
B09-BQu-B03	disqualified
B09-BQu-B04	disregard
B09-BQu-B05	disregarded
B09-BQu-B06	disregarding
B09-BQu-B07	disrespect
B09-BQu-B08	disrupt
B09-BQu-B09	disrupted
B09-BQu-B10	disrupting
B09-BQu-BJa	disruption
B09-BQu-BQu	disruptions
B09-BQu-BKi	disruptive
B09-BQu-BAc	diss
B09-BQu-R02	dissatisfaction
B09-BQu-R03	dissatisfied
B09-BQu-R04	dissected
B09-BQu-R05	dissection
B09-BQu-R06	disseminate
B09-BQu-R07	disseminated
B09-BQu-R08	dissemination
B09-BQu-R09	dissent
B09-BQu-R10	dissenters
B09-BQu-RJa	dissenting
B09-BQu-RQu	dissertation
B09-BQu-RKi	dissident
B09-BQu-RAc	dissidents
B09-BKi-B02	dissimilar
B09-BKi-B03	dissipated
B09-BKi-B04	dissipation
B09-BKi-B05	dissociated
B09-BKi-B06	dissociation
B09-BKi-B07	dissolution
B09-BKi-B08	dissolve
B09-BKi-B09	dissolved
B09-BKi-B10	dissolves
B09-BKi-BJa	dissolving
B09-BKi-BQu	dissonance
B09-BKi-BKi	distance
B09-BKi-BAc	distanced
B09-BKi-R02	distances
B09-BKi-R03	distancing
B09-BKi-R04	distant
B09-BKi-R05	distaste
B09-BKi-R06	distasteful
B09-BKi-R07	distillation
B09-BKi-R08	distilled
B09-BKi-R09	distinction
B09-BKi-R10	distinctions
B09-BKi-RJa	distinctive
B09-BKi-RQu	distinctively
B09-BKi-RKi	distinctiveness
B09-BKi-RAc	distinctly
B09-BAc-B02	distinguish
B09-BAc-B03	distinguishable
B09-BAc-B04	distinguished
B09-BAc-B05	distinguishes
B09-BAc-B06	distinguishing
B09-BAc-B07	distort
B09-BAc-B08	distorted
B09-BAc-B09	distorting
B09-BAc-B10	distortion
B09-BAc-BJa	distortions
B09-BAc-BQu	distract
B09-BAc-BKi	distracted
B09-BAc-BAc	distracting
B09-BAc-R02	distraction
B09-BAc-R03	distractions
B09-BAc-R04	distraught
B09-BAc-R05	distress
B09-BAc-R06	distressed
B09-BAc-R07	distressing
B09-BAc-R08	distribute
B09-BAc-R09	distributed
B09-BAc-R10	distributes
B09-BAc-RJa	distributing
B09-BAc-RQu	distributions
B09-BAc-RKi	distributive
B09-BAc-RAc	distributor
B09-R02-B02	distributors
B09-R02-B03	district
B09-R02-B04	districts
B09-R02-B05	distrust
B09-R02-B06	disturb
B09-R02-B07	disturbance
B09-R02-B08	disturbances
B09-R02-B09	disturbing
B09-R02-B10	ditch
B09-R02-BJa	ditches
B09-R02-BQu	diuretic
B09-R02-BKi	diuretics
B09-R02-BAc	diurnal
B09-R02-R02	dive
B09-R02-R03	diver
B09-R02-R04	diverge
B09-R02-R05	divergence
B09-R02-R06	divergent
B09-R02-R07	divers
B09-R02-R08	diverse
B09-R02-R09	diversification
B09-R02-R10	diversified
B09-R02-RJa	diversify
B09-R02-RQu	diversion
B09-R02-RKi	diversity
B09-R02-RAc	divert
B09-R03-B02	diverted
B09-R03-B03	diverting
B09-R03-B04	divide
B09-R03-B05	dividend
B09-R03-B06	dividends
B09-R03-B07	divides
B09-R03-B08	dividing
B09-R03-B09	divination
B09-R03-B10	divine
B09-R03-BJa	divinely
B09-R03-BQu	diving
B09-R03-BKi	divinity
B09-R03-BAc	divisional
B09-R03-R02	divisive
B09-R03-R03	divorce
B09-R03-R04	divorced
B09-R03-R05	dizziness
B09-R03-R06	dizzy
B09-R03-R07	docile
B09-R03-R08	dock
B09-R03-R09	docks
B09-R03-R10	doctor
B09-R03-RJa	doctoral
B09-R03-RQu	doctorate
B09-R03-RKi	doctors
B09-R03-RAc	doctrinal
B09-R04-B02	doctrine
B09-R04-B03	doctrines
B09-R04-B04	document
B09-R04-B05	documentary
B09-R04-B06	documentation
B09-R04-B07	documenting
B09-R04-B08	documents
B09-R04-B09	dodge
B09-R04-B10	doe
B09-R04-BJa	dog
B09-R04-BQu	dogma
B09-R04-BKi	dogmatic
B09-R04-BAc	dogs
B09-R04-R02	doings
B09-R04-R03	dole
B09-R04-R04	doll
B09-R04-R05	dollar
B09-R04-R06	dollars
B09-R04-R07	dolls
B09-R04-R08	dolly
B09-R04-R09	dolphin
B09-R04-R10	dolphins
B09-R04-RJa	domain
B09-R04-RQu	domains
B09-R04-RKi	dome
B09-R04-RAc	domes
B09-R05-B02	domestic
B09-R05-B03	domestically
B09-R05-B04	domesticated
B09-R05-B05	domestication
B09-R05-B06	domesticity
B09-R05-B07	domicile
B09-R05-B08	dominance
B09-R05-B09	dominant
B09-R05-B10	dominate
B09-R05-BJa	dominated
B09-R05-BQu	dominates
B09-R05-BKi	dominating
B09-R05-BAc	domination
B09-R05-R02	dominion
B09-R05-R03	dominions
B09-R05-R04	domino
B09-R05-R05	donate
B09-R05-R06	donated
B09-R05-R07	donation
B09-R05-R08	donations
B09-R05-R09	donkey
B09-R05-R10	donor
B09-R05-RJa	donors
B09-R05-RQu	doom
B09-R05-RKi	doomed
B09-R05-RAc	doorstep
B09-R06-B02	doorway
B09-R06-B03	dope
B09-R06-B04	doped
B09-R06-B05	doping
B09-R06-B06	dormant
B09-R06-B07	dormitory
B09-R06-B08	dorsal
B09-R06-B09	dosage
B09-R06-B10	dosages
B09-R06-BJa	doses
B09-R06-BQu	dosing
B09-R06-BKi	dot
B09-R06-BAc	doth
B09-R06-R02	dots
B09-R06-R03	dotted
B09-R06-R04	double
B09-R06-R05	doubled
B09-R06-R06	doubles
B09-R06-R07	doubling
B09-R06-R08	doubly
B09-R06-R09	doubt
B09-R06-R10	doubted
B09-R06-RJa	doubtful
B09-R06-RQu	doubting
B09-R06-RKi	doubtless
B09-R06-RAc	doubts
B09-R07-B02	dough
B09-R07-B03	dove
B09-R07-B04	doves
B09-R07-B05	downfall
B09-R07-B06	downhill
B09-R07-B07	downing
B09-R07-B08	download
B09-R07-B09	downloaded
B09-R07-B10	downright
B09-R07-BJa	downs
B09-R07-BQu	downstairs
B09-R07-BKi	downstream
B09-R07-BAc	downtown
B09-R07-R02	downward
B09-R07-R03	downwards
B09-R07-R04	dowry
B09-R07-R05	dozen
B09-R07-R06	dozens
B09-R07-R07	drab
B09-R07-R08	draft
B09-R07-R09	drafted
B09-R07-R10	drafting
B09-R07-RJa	drafts
B09-R07-RQu	drag
B09-R07-RKi	dragged
B09-R07-RAc	dragging
B09-R08-B02	dragon
B09-R08-B03	dragons
B09-R08-B04	drain
B09-R08-B05	drainage
B09-R08-B06	drained
B09-R08-B07	draining
B09-R08-B08	drains
B09-R08-B09	drama
B09-R08-B10	dramas
B09-R08-BJa	dramatic
B09-R08-BQu	dramatically
B09-R08-BKi	dramatist
B09-R08-BAc	drank
B09-R08-R02	draped
B09-R08-R03	drastic
B09-R08-R04	drastically
B09-R08-R05	drawback
B09-R08-R06	drawbacks
B09-R08-R07	drawer
B09-R08-R08	drawers
B09-R08-R09	drawings
B09-R08-R10	draws
B09-R08-RJa	dread
B09-R08-RQu	dreaded
B09-R08-RKi	dreadful
B09-R08-RAc	dream
B09-R09-B02	dreamed
B09-R09-B03	dreamer
B09-R09-B04	dreaming
B09-R09-B05	dreams
B09-R09-B06	dreary
B09-R09-B07	drenched
B09-R09-B08	dresser
B09-R09-B09	dressings
B09-R09-B10	dried
B09-R09-BJa	drier
B09-R09-BQu	drift
B09-R09-BKi	drifted
B09-R09-BAc	drifting
B09-R09-R02	drifts
B09-R09-R03	drill
B09-R09-R04	drilled
B09-R09-R05	drilling
B09-R09-R06	drills
B09-R09-R07	drink
B09-R09-R08	drinkers
B09-R09-R09	drinking
B09-R09-R10	drinks
B09-R09-RJa	drip
B09-R09-RQu	dripping
B09-R09-RKi	drive
B09-R09-RAc	driven
B09-R10-B02	driver
B09-R10-B03	drivers
B09-R10-B04	drives
B09-R10-B05	driveway
B09-R10-B06	driving
B09-R10-B07	drooping
B09-R10-B08	droplet
B09-R10-B09	droplets
B09-R10-B10	dropout
B09-R10-BJa	dropped
B09-R10-BQu	dropping
B09-R10-BKi	drops
B09-R10-BAc	drought
B09-R10-R02	drove
B09-R10-R03	drown
B09-R10-R04	drowned
B09-R10-R05	drowning
B09-R10-R06	drowsiness
B09-R10-R07	drug
B09-R10-R08	drugs
B09-R10-R09	drum
B09-R10-R10	drummer
B09-R10-RJa	drumming
B09-R10-RQu	drums
B09-R10-RKi	drunk
B09-R10-RAc	drunken
B09-RJa-B02	drunkenness
B09-RJa-B03	dryer
B09-RJa-B04	drying
B09-RJa-B05	dryness
B09-RJa-B06	dual
B09-RJa-B07	dualism
B09-RJa-B08	duality
B09-RJa-B09	dubbed
B09-RJa-B10	dubious
B09-RJa-BJa	duchess
B09-RJa-BQu	duck
B09-RJa-BKi	ducked
B09-RJa-BAc	ducks
B09-RJa-R02	duel
B09-RJa-R03	dues
B09-RJa-R04	duff
B09-RJa-R05	dug
B09-RJa-R06	duke
B09-RJa-R07	dukes
B09-RJa-R08	dull
B09-RJa-R09	dumb
B09-RJa-R10	dummies
B09-RJa-RJa	dump
B09-RJa-RQu	dumped
B09-RJa-RKi	dumping
B09-RJa-RAc	dun
B09-RQu-B02	dune
B09-RQu-B03	dunes
B09-RQu-B04	dung
B09-RQu-B05	duo
B09-RQu-B06	duplex
B09-RQu-B07	duplicate
B09-RQu-B08	duplicated
B09-RQu-B09	duplication
B09-RQu-B10	durability
B09-RQu-BJa	durable
B09-RQu-BQu	duration
B09-RQu-BKi	dusk
B09-RQu-BAc	dust
B09-RQu-R02	dusty
B09-RQu-R03	duties
B09-RQu-R04	duty
B09-RQu-R05	dwarf
B09-RQu-R06	dwarfs
B09-RQu-R07	dwell
B09-RQu-R08	dwellers
B09-RQu-R09	dwelling
B09-RQu-R10	dwellings
B09-RQu-RJa	dwells
B09-RQu-RQu	dwelt
B09-RQu-RKi	dwindling
B09-RQu-RAc	dye
B09-RKi-B02	dyed
B09-RKi-B03	dyer
B09-RKi-B04	dyes
B09-RKi-B05	dying
B09-RKi-B06	dynamic
B09-RKi-B07	dynamical
B09-RKi-B08	dynamically
B09-RKi-B09	dynamics
B09-RKi-B10	dynamism
B09-RKi-BJa	dynamite
B09-RKi-BQu	dynastic
B09-RKi-BKi	dynasties
B09-RKi-BAc	dynasty
B09-RKi-R02	dysfunction
B09-RKi-R03	dysfunctional
B09-RKi-R04	dyslexia
B09-RKi-R05	eagerly
B09-RKi-R06	eagerness
B09-RKi-R07	eagle
B09-RKi-R08	eagles
B09-RKi-R09	earlier
B09-RKi-R10	earliest
B09-RKi-RJa	earnest
B09-RKi-RQu	earnestly
B09-RKi-RKi	earnings
B09-RKi-RAc	earrings
B09-RAc-B02	earthen
B09-RAc-B03	earthly
B09-RAc-B04	earthquake
B09-RAc-B05	earthquakes
B09-RAc-B06	easier
B09-RAc-B07	easiest
B09-RAc-B08	eastward
B09-RAc-B09	ebb
B09-RAc-B10	ebony
B09-RAc-BJa	eccentric
B09-RAc-BQu	eccentricity
B09-RAc-BKi	ecclesiastical
B09-RAc-BAc	echo
B09-RAc-R02	echoed
B09-RAc-R03	echoes
B09-RAc-R04	echoing
B09-RAc-R05	eclectic
B09-RAc-R06	eclipse
B09-RAc-R07	ecological
B09-RAc-R08	ecologically
B09-RAc-R09	ecology
B09-RAc-R10	econometric
B09-RAc-RJa	economic
B09-RAc-RQu	economical
B09-RAc-RKi	economically
B09-RAc-RAc	economics
B10-B02-B02	economies
B10-B02-B03	economist
B10-B02-B04	economists
B10-B02-B05	economy
B10-B02-B06	ecosystem
B10-B02-B07	ecosystems
B10-B02-B08	ecstasy
B10-B02-B09	ecstatic
B10-B02-B10	ecumenical
B10-B02-BJa	eddy
B10-B02-BQu	edged
B10-B02-BKi	edible
B10-B02-BAc	edict
B10-B02-R02	edifice
B10-B02-R03	edit
B10-B02-R04	edited
B10-B02-R05	editing
B10-B02-R06	editions
B10-B02-R07	editor
B10-B02-R08	editorial
B10-B02-R09	editorials
B10-B02-R10	editors
B10-B02-RJa	educate
B10-B02-RQu	educating
B10-B02-RKi	education
B10-B02-RAc	educational
B10-B03-B02	educator
B10-B03-B03	educators
B10-B03-B04	eerie
B10-B03-B05	effect
B10-B03-B06	effected
B10-B03-B07	effecting
B10-B03-B08	effectively
B10-B03-B09	effectiveness
B10-B03-B10	effects
B10-B03-BJa	efficacious
B10-B03-BQu	efficacy
B10-B03-BKi	efficiencies
B10-B03-BAc	efficiently
B10-B03-R02	effort
B10-B03-R03	efforts
B10-B03-R04	effusion
B10-B03-R05	egalitarian
B10-B03-R06	egg
B10-B03-R07	eggs
B10-B03-R08	eigenvalue
B10-B03-R09	eigenvalues
B10-B03-R10	eighteen
B10-B03-RJa	eighteenth
B10-B03-RQu	eighth
B10-B03-RKi	eighties
B10-B03-RAc	either
B10-B04-B02	elaborate
B10-B04-B03	elaborated
B10-B04-B04	elaborately
B10-B04-B05	elaboration
B10-B04-B06	elapsed
B10-B04-B07	elasticity
B10-B04-B08	elbow
B10-B04-B09	elbows
B10-B04-B10	elder
B10-B04-BJa	elderly
B10-B04-BQu	elders
B10-B04-BKi	eldest
B10-B04-BAc	electoral
B10-B04-R02	electorate
B10-B04-R03	electors
B10-B04-R04	electric
B10-B04-R05	electrical
B10-B04-R06	electrically
B10-B04-R07	electricity
B10-B04-R08	electrode
B10-B04-R09	electrodes
B10-B04-R10	electrolyte
B10-B04-RJa	electrolytes
B10-B04-RQu	electromagnetic
B10-B04-RKi	electron
B10-B04-RAc	electronic
B10-B05-B02	electronically
B10-B05-B03	electronics
B10-B05-B04	electrons
B10-B05-B05	electrostatic
B10-B05-B06	elegance
B10-B05-B07	elegant
B10-B05-B08	elegantly
B10-B05-B09	element
B10-B05-B10	elemental
B10-B05-BJa	elementary
B10-B05-BQu	elements
B10-B05-BKi	elephant
B10-B05-BAc	elephants
B10-B05-R02	elevate
B10-B05-R03	elevated
B10-B05-R04	elevating
B10-B05-R05	elevation
B10-B05-R06	elevations
B10-B05-R07	elevator
B10-B05-R08	elevators
B10-B05-R09	eleven
B10-B05-R10	eleventh
B10-B05-RJa	elicit
B10-B05-RQu	elicited
B10-B05-RKi	eliciting
B10-B05-RAc	eligibility
B10-B06-B02	eligible
B10-B06-B03	eliminate
B10-B06-B04	eliminated
B10-B06-B05	eliminates
B10-B06-B06	eliminating
B10-B06-B07	elimination
B10-B06-B08	elite
B10-B06-B09	elites
B10-B06-B10	elitist
B10-B06-BJa	elk
B10-B06-BQu	ellipse
B10-B06-BKi	elliptical
B10-B06-BAc	elongated
B10-B06-R02	elongation
B10-B06-R03	eloquence
B10-B06-R04	eloquent
B10-B06-R05	eloquently
B10-B06-R06	else
B10-B06-R07	elsewhere
B10-B06-R08	elucidate
B10-B06-R09	elucidation
B10-B06-R10	elusive
B10-B06-RJa	email
B10-B06-RQu	emanating
B10-B06-RKi	emancipation
B10-B06-RAc	embankment
B10-B07-B02	embargo
B10-B07-B03	embark
B10-B07-B04	embarked
B10-B07-B05	embarking
B10-B07-B06	embarrass
B10-B07-B07	embarrassed
B10-B07-B08	embarrassing
B10-B07-B09	embarrassment
B10-B07-B10	embassies
B10-B07-BJa	embassy
B10-B07-BQu	embedded
B10-B07-BKi	embedding
B10-B07-BAc	emblem
B10-B07-R02	emblems
B10-B07-R03	embodied
B10-B07-R04	embodies
B10-B07-R05	embodiment
B10-B07-R06	embody
B10-B07-R07	embodying
B10-B07-R08	embolism
B10-B07-R09	embrace
B10-B07-R10	embraced
B10-B07-RJa	embraces
B10-B07-RQu	embracing
B10-B07-RKi	embroidered
B10-B07-RAc	embroidery
B10-B08-B02	embryo
B10-B08-B03	embryonic
B10-B08-B04	embryos
B10-B08-B05	emerald
B10-B08-B06	emerge
B10-B08-B07	emerged
B10-B08-B08	emergence
B10-B08-B09	emergencies
B10-B08-B10	emergency
B10-B08-BJa	emergent
B10-B08-BQu	emerges
B10-B08-BKi	emerging
B10-B08-BAc	emeritus
B10-B08-R02	emery
B10-B08-R03	emigrants
B10-B08-R04	emigrated
B10-B08-R05	emigration
B10-B08-R06	eminence
B10-B08-R07	eminent
B10-B08-R08	eminently
B10-B08-R09	emissions
B10-B08-R10	emit
B10-B08-RJa	emitted
B10-B08-RQu	emitting
B10-B08-RKi	emotion
B10-B08-RAc	emotional
B10-B09-B02	emotionally
B10-B09-B03	emotions
B10-B09-B04	emotive
B10-B09-B05	empathy
B10-B09-B06	emperor
B10-B09-B07	emperors
B10-B09-B08	emphases
B10-B09-B09	emphasis
B10-B09-B10	emphasize
B10-B09-BJa	emphasized
B10-B09-BQu	emphasizes
B10-B09-BKi	emphasizing
B10-B09-BAc	emphatic
B10-B09-R02	emphatically
B10-B09-R03	emphysema
B10-B09-R04	empire
B10-B09-R05	empires
B10-B09-R06	empirical
B10-B09-R07	empirically
B10-B09-R08	empiricism
B10-B09-R09	employ
B10-B09-R10	employee
B10-B09-RJa	employees
B10-B09-RQu	employer
B10-B09-RKi	employers
B10-B09-RAc	employing
B10-B10-B02	employs
B10-B10-B03	empower
B10-B10-B04	empowered
B10-B10-B05	empowering
B10-B10-B06	empowerment
B10-B10-B07	empress
B10-B10-B08	emptied
B10-B10-B09	emptiness
B10-B10-B10	empty
B10-B10-BJa	emptying
B10-B10-BQu	emu
B10-B10-BKi	emulate
B10-B10-BAc	emulation
B10-B10-R02	emulsion
B10-B10-R03	enabled
B10-B10-R04	enables
B10-B10-R05	enabling
B10-B10-R06	enact
B10-B10-R07	enacted
B10-B10-R08	enacting
B10-B10-R09	enactment
B10-B10-R10	enamel
B10-B10-RJa	encapsulated
B10-B10-RQu	encapsulation
B10-B10-RKi	enchanted
B10-B10-RAc	encircled
B10-BJa-B02	enclave
B10-BJa-B03	enclose
B10-BJa-B04	enclosed
B10-BJa-B05	enclosing
B10-BJa-B06	enclosure
B10-BJa-B07	enclosures
B10-BJa-B08	encode
B10-BJa-B09	encoded
B10-BJa-B10	encoding
B10-BJa-BJa	encompass
B10-BJa-BQu	encompassed
B10-BJa-BKi	encompasses
B10-BJa-BAc	encompassing
B10-BJa-R02	encore
B10-BJa-R03	encounter
B10-BJa-R04	encountered
B10-BJa-R05	encountering
B10-BJa-R06	encounters
B10-BJa-R07	encourage
B10-BJa-R08	encouraged
B10-BJa-R09	encouragement
B10-BJa-R10	encourages
B10-BJa-RJa	encouraging
B10-BJa-RQu	encroachment
B10-BJa-RKi	encrypted
B10-BJa-RAc	encryption
B10-BQu-B02	encyclopedia
B10-BQu-B03	endanger
B10-BQu-B04	endangered
B10-BQu-B05	endeavor
B10-BQu-B06	endeavored
B10-BQu-B07	endeavors
B10-BQu-B08	endemic
B10-BQu-B09	endings
B10-BQu-B10	endless
B10-BQu-BJa	endlessly
B10-BQu-BQu	endocrine
B10-BQu-BKi	endorse
B10-BQu-BAc	endorsed
B10-BQu-R02	endorsement
B10-BQu-R03	endowment
B10-BQu-R04	endowments
B10-BQu-R05	endurance
B10-BQu-R06	endure
B10-BQu-R07	endured
B10-BQu-R08	enduring
B10-BQu-R09	enemies
B10-BQu-R10	enemy
B10-BQu-RJa	energetic
B10-BQu-RQu	energetically
B10-BQu-RKi	energies
B10-BQu-RAc	energized
B10-BKi-B02	energy
B10-BKi-B03	enforce
B10-BKi-B04	enforceable
B10-BKi-B05	enforced
B10-BKi-B06	enforcement
B10-BKi-B07	enforcing
B10-BKi-B08	engage
B10-BKi-B09	engaged
B10-BKi-B10	engagement
B10-BKi-BJa	engagements
B10-BKi-BQu	engages
B10-BKi-BKi	engaging
B10-BKi-BAc	engender
B10-BKi-R02	engendered
B10-BKi-R03	engine
B10-BKi-R04	engineer
B10-BKi-R05	engineered
B10-BKi-R06	engineering
B10-BKi-R07	engineers
B10-BKi-R08	engines
B10-BKi-R09	engraved
B10-BKi-R10	engraving
B10-BKi-RJa	engravings
B10-BKi-RQu	engrossed
B10-BKi-RKi	engulfed
B10-BKi-RAc	enhance
B10-BAc-B02	enhanced
B10-BAc-B03	enhancement
B10-BAc-B04	enhancements
B10-BAc-B05	enhances
B10-BAc-B06	enhancing
B10-BAc-B07	enigma
B10-BAc-B08	enigmatic
B10-BAc-B09	enjoined
B10-BAc-B10	enjoy
B10-BAc-BJa	enjoyable
B10-BAc-BQu	enjoyed
B10-BAc-BKi	enjoying
B10-BAc-BAc	enjoyment
B10-BAc-R02	enjoys
B10-BAc-R03	enlarge
B10-BAc-R04	enlarged
B10-BAc-R05	enlargement
B10-BAc-R06	enlarging
B10-BAc-R07	enlightened
B10-BAc-R08	enlightening
B10-BAc-R09	enlightenment
B10-BAc-R10	enlist
B10-BAc-RJa	enlisted
B10-BAc-RQu	enmity
B10-BAc-RKi	enormous
B10-BAc-RAc	enormously
B10-R02-B02	enough
B10-R02-B03	enquiries
B10-R02-B04	enquiry
B10-R02-B05	enraged
B10-R02-B06	enrich
B10-R02-B07	enriched
B10-R02-B08	enriching
B10-R02-B09	enrichment
B10-R02-B10	enroll
B10-R02-BJa	enrolled
B10-R02-BQu	enrollment
B10-R02-BKi	ensemble
B10-R02-BAc	enshrined
B10-R02-R02	ensign
B10-R02-R03	enslaved
B10-R02-R04	enslavement
B10-R02-R05	ensue
B10-R02-R06	ensued
B10-R02-R07	ensuing
B10-R02-R08	ensured
B10-R02-R09	ensures
B10-R02-R10	ensuring
B10-R02-RJa	entail
B10-R02-RQu	entailed
B10-R02-RKi	entails
B10-R02-RAc	entangled
B10-R03-B02	enterprise
B10-R03-B03	enterprises
B10-R03-B04	enterprising
B10-R03-B05	entertain
B10-R03-B06	entertained
B10-R03-B07	entertaining
B10-R03-B08	entertainment
B10-R03-B09	entertainments
B10-R03-B10	enthusiasm
B10-R03-BJa	enthusiastic
B10-R03-BQu	enthusiasts
B10-R03-BKi	entire
B10-R03-BAc	entirely
B10-R03-R02	entirety
B10-R03-R03	entitled
B10-R03-R04	entitlement
B10-R03-R05	entitlements
B10-R03-R06	entourage
B10-R03-R07	entrance
B10-R03-R08	entrances
B10-R03-R09	entrants
B10-R03-R10	entrapment
B10-R03-RJa	entrenched
B10-R03-RQu	entrepreneur
B10-R03-RKi	entrepreneurial
B10-R03-RAc	entrepreneurs
B10-R04-B02	entries
B10-R04-B03	entropy
B10-R04-B04	entrusted
B10-R04-B05	enumerated
B10-R04-B06	enumeration
B10-R04-B07	enunciated
B10-R04-B08	envelope
B10-R04-B09	enveloped
B10-R04-B10	envelopes
B10-R04-BJa	envied
B10-R04-BQu	envious
B10-R04-BKi	environment
B10-R04-BAc	environmental
B10-R04-R02	environmentally
B10-R04-R03	environments
B10-R04-R04	environs
B10-R04-R05	envisage
B10-R04-R06	envisaged
B10-R04-R07	envision
B10-R04-R08	envisioned
B10-R04-R09	envoy
B10-R04-R10	envy
B10-R04-RJa	enzyme
B10-R04-RQu	enzymes
B10-R04-RKi	ephemeral
B10-R04-RAc	epic
B10-R05-B02	epics
B10-R05-B03	epidemic
B10-R05-B04	epidemics
B10-R05-B05	epidemiology
B10-R05-B06	epidermal
B10-R05-B07	epidermis
B10-R05-B08	epilepsy
B10-R05-B09	epileptic
B10-R05-B10	epilogue
B10-R05-BJa	episcopal
B10-R05-BQu	episode
B10-R05-BKi	episodes
B10-R05-BAc	episodic
B10-R05-R02	epistemology
B10-R05-R03	epistle
B10-R05-R04	epistles
B10-R05-R05	epithet
B10-R05-R06	epitome
B10-R05-R07	epoch
B10-R05-R08	epochs
B10-R05-R09	epoxy
B10-R05-R10	equalization
B10-R05-RJa	equally
B10-R05-RQu	equals
B10-R05-RKi	equated
B10-R05-RAc	equating
B10-R06-B02	equation
B10-R06-B03	equations
B10-R06-B04	equator
B10-R06-B05	equatorial
B10-R06-B06	equilibrium
B10-R06-B07	equip
B10-R06-B08	equipment
B10-R06-B09	equipped
B10-R06-B10	equitable
B10-R06-BJa	equity
B10-R06-BQu	equivalence
B10-R06-BKi	equivalent
B10-R06-BAc	equivalents
B10-R06-R02	eradicate
B10-R06-R03	eradication
B10-R06-R04	erase
B10-R06-R05	erased
B10-R06-R06	erected
B10-R06-R07	erode
B10-R06-R08	eroded
B10-R06-R09	erosion
B10-R06-R10	err
B10-R06-RJa	errand
B10-R06-RQu	erratic
B10-R06-RKi	erroneous
B10-R06-RAc	erroneously
B10-R07-B02	erstwhile
B10-R07-B03	erupted
B10-R07-B04	eruption
B10-R07-B05	eruptions
B10-R07-B06	erythrocyte
B10-R07-B07	erythrocytes
B10-R07-B08	escalated
B10-R07-B09	escalating
B10-R07-B10	escalation
B10-R07-BJa	escape
B10-R07-BQu	escaped
B10-R07-BKi	escapes
